Transaction ID,Date,Day Name,Brand,Units Sold,Price Per Unit,Customer Name,Customer Age,City,Payment Method,Customer Ratings,Mobile Model,Month,Year,Revenue
3688,2024-08-26,Monday,Samsung,3,31188.27,Rajesh Mathur,44,Delhi,UPI,3,Galaxy A51,August,2024,93564.81
3689,2024-08-26,Monday,Xiaomi,6,67010.84,Amit Pillai,19,Delhi,Debit Card,3,Redmi Note 10,August,2024,402065.04
3710,2024-09-02,Monday,Apple,4,18706.64,Jyoti Sheth,27,Delhi,Debit Card,3,iPhone SE,September,2024,74826.56
3725,2024-09-06,Friday,OnePlus,4,53476.55,Mala Teja,54,Delhi,UPI,3,OnePlus 9,September,2024,213906.2
3736,2024-09-10,Tuesday,Xiaomi,1,25132.0,Harish Kaur,40,Delhi,Credit Card,3,Mi 11,September,2024,25132.0
3746,2024-09-13,Friday,Xiaomi,2,63324.78,Anita Desai,29,Delhi,Cash,3,Redmi Note 10,September,2024,126649.56
3748,2024-09-14,Saturday,Vivo,8,50076.2,Bhavana Arora,52,Delhi,UPI,3,Vivo Y51,September,2024,400609.6
3757,2024-09-16,Monday,Xiaomi,1,50159.87,Sanjay Bhattacharya,21,Delhi,UPI,3,Redmi 9,September,2024,50159.87
3785,2024-09-25,Wednesday,Vivo,9,25369.05,Deepika Desai,42,Delhi,Cash,3,Vivo S1,September,2024,228321.44999999998
3786,2024-09-25,Wednesday,OnePlus,8,25276.56,Sumit Siddiqui,19,Delhi,Cash,3,OnePlus Nord,September,2024,202212.48
3816,2024-10-03,Thursday,OnePlus,9,43002.32,Kiran Rathod,51,Delhi,Debit Card,3,OnePlus Nord,October,2024,387020.88
25,2021-10-16,Saturday,OnePlus,7,38064.92,Reena Teja,50,Delhi,UPI,2,OnePlus Nord,October,2021,266454.44
84,2021-11-02,Tuesday,Samsung,3,16305.85,Sunil Kapoor,48,Delhi,Credit Card,2,Galaxy S21,November,2021,48917.55
124,2021-11-12,Friday,Xiaomi,4,24355.53,Sumit Arora,26,Delhi,Credit Card,2,Redmi 9,November,2021,97422.12
434,2022-02-06,Sunday,Apple,2,46657.57,Kiran Alva,40,Delhi,Debit Card,2,iPhone 11,February,2022,93315.14
455,2022-02-12,Saturday,Samsung,4,14863.57,Monika Deshmukh,32,Delhi,Credit Card,2,Galaxy S21,February,2022,59454.28
465,2022-02-15,Tuesday,OnePlus,5,20215.55,Mala Teja,55,Delhi,Credit Card,2,OnePlus 8T,February,2022,101077.75
477,2022-02-19,Saturday,Samsung,5,23514.39,Reena Sharma,19,Delhi,UPI,2,Galaxy S21,February,2022,117571.95
502,2022-02-27,Sunday,Xiaomi,8,26334.43,Vivek Deshmukh,45,Delhi,UPI,2,Redmi 9,February,2022,210675.44
504,2022-02-27,Sunday,Vivo,3,60156.13,Meena Joshi,31,Delhi,Cash,2,Vivo Y51,February,2022,180468.38999999998
515,2022-03-02,Wednesday,OnePlus,8,35074.45,Neeta Kumar,34,Delhi,Debit Card,2,OnePlus 9,March,2022,280595.6
523,2022-03-05,Saturday,OnePlus,9,44360.97,Isha Menon,43,Delhi,Credit Card,2,OnePlus 8T,March,2022,399248.73
569,2022-03-19,Saturday,Apple,3,32458.36,Kiran Malhotra,26,Delhi,Debit Card,2,iPhone SE,March,2022,97375.08
575,2022-03-20,Sunday,OnePlus,3,28752.62,Kavita Dutta,34,Delhi,Credit Card,2,OnePlus Nord,March,2022,86257.86
815,2022-05-30,Monday,Apple,7,17904.63,Priya Roy,21,Delhi,Debit Card,2,iPhone 11,May,2022,125332.41
832,2022-06-03,Friday,Apple,8,34563.35,Vivek Srivastava,50,Delhi,Debit Card,2,iPhone 11,June,2022,276506.8
833,2022-06-03,Friday,OnePlus,8,27392.84,Radha Sheth,44,Delhi,Cash,2,OnePlus Nord,June,2022,219142.72
857,2022-06-10,Friday,Apple,8,39649.46,Pooja Kaur,49,Delhi,Debit Card,2,iPhone 11,June,2022,317195.68
890,2022-06-20,Monday,OnePlus,6,38369.54,Ramesh Mishra,27,Delhi,Credit Card,2,OnePlus 9,June,2022,230217.24
924,2022-06-30,Thursday,Xiaomi,8,14738.84,Vinod Arora,20,Delhi,Cash,2,Mi 11,June,2022,117910.72
973,2022-07-14,Thursday,OnePlus,9,28209.77,Bhavana Sheth,56,Delhi,Credit Card,2,OnePlus Nord,July,2022,253887.93
1933,2023-04-12,Wednesday,OnePlus,1,21522.02,Sachin Jain,29,Delhi,UPI,2,OnePlus Nord,April,2023,21522.02
1947,2023-04-16,Sunday,OnePlus,5,20093.85,Rajesh Verma,41,Delhi,UPI,2,OnePlus Nord,April,2023,100469.25
1990,2023-04-27,Thursday,Vivo,2,45918.23,Meena Chatterjee,43,Delhi,UPI,2,Vivo Y51,April,2023,91836.46
1994,2023-04-28,Friday,OnePlus,2,16771.49,Anjali Kulkarni,51,Delhi,UPI,2,OnePlus Nord,April,2023,33542.98
2045,2023-05-13,Saturday,Vivo,6,16413.12,Kiran Nair,52,Delhi,Debit Card,2,Vivo Y51,May,2023,98478.72
2047,2023-05-13,Saturday,Samsung,5,60164.76,Bina Das,49,Delhi,Credit Card,2,Galaxy A51,May,2023,300823.8
2074,2023-05-21,Sunday,Vivo,3,19485.54,Nikhil Solanki,39,Delhi,Debit Card,2,Vivo Y51,May,2023,58456.62
2092,2023-05-26,Friday,OnePlus,1,25034.89,Lata Dutta,19,Delhi,Cash,2,OnePlus 9,May,2023,25034.89
2112,2023-05-31,Wednesday,Vivo,1,66325.61,Sunil Varma,24,Delhi,UPI,2,Vivo S1,May,2023,66325.61
2153,2023-06-12,Monday,Xiaomi,6,21489.6,Anita Bhattacharya,44,Delhi,UPI,2,Redmi Note 10,June,2023,128937.59999999999
2157,2023-06-13,Tuesday,Vivo,2,37569.0,Bina Patel,38,Delhi,Cash,2,Vivo S1,June,2023,75138.0
2182,2023-06-20,Tuesday,Vivo,7,24495.1,Pooja Joshi,23,Delhi,Credit Card,2,Vivo Y51,June,2023,171465.69999999998
2197,2023-06-24,Saturday,Samsung,5,37084.46,Mala Goyal,58,Delhi,Credit Card,2,Galaxy S21,June,2023,185422.3
2200,2023-06-25,Sunday,OnePlus,2,36902.02,Ravi Solanki,42,Delhi,UPI,2,OnePlus Nord,June,2023,73804.04
2255,2023-07-11,Tuesday,OnePlus,5,58949.23,Navin Verma,45,Delhi,Debit Card,2,OnePlus Nord,July,2023,294746.15
2280,2023-07-18,Tuesday,Xiaomi,3,62840.11,Jyoti Ahuja,53,Delhi,Credit Card,2,Mi 11,July,2023,188520.33000000002
2288,2023-07-20,Thursday,Vivo,2,39581.09,Isha Singh,51,Delhi,Debit Card,2,Vivo V20,July,2023,79162.18
2299,2023-07-24,Monday,Vivo,6,60615.22,Krishna Rao,48,Delhi,Credit Card,2,Vivo Y51,July,2023,363691.32
2306,2023-07-26,Wednesday,Xiaomi,5,18265.78,Lata Verma,24,Delhi,Debit Card,2,Redmi 9,July,2023,91328.9
2318,2023-07-29,Saturday,Samsung,3,46252.33,Umesh Srivastava,25,Delhi,Debit Card,2,Galaxy S21,July,2023,138756.99
2321,2023-07-30,Sunday,Samsung,6,33774.13,Monika Rawat,30,Delhi,Credit Card,2,Galaxy A51,July,2023,202644.77999999997
2334,2023-08-03,Thursday,Xiaomi,3,42800.77,Sachin Joshi,31,Delhi,Credit Card,2,Redmi 9,August,2023,128402.31
2339,2023-08-04,Friday,Vivo,2,58541.96,Ramesh Jain,28,Delhi,UPI,2,Vivo V20,August,2023,117083.92
2344,2023-08-06,Sunday,OnePlus,7,61772.76,Reena Goyal,52,Delhi,Debit Card,2,OnePlus Nord,August,2023,432409.32
2349,2023-08-07,Monday,Apple,1,49235.88,Bhavana Bhatnagar,18,Delhi,Credit Card,2,iPhone SE,August,2023,49235.88
2351,2023-08-08,Tuesday,Apple,2,13403.2,Nikhil Yadav,41,Delhi,UPI,2,iPhone SE,August,2023,26806.4
2373,2023-08-14,Monday,OnePlus,4,20821.36,Bina Solanki,30,Delhi,Cash,2,OnePlus 8T,August,2023,83285.44
2384,2023-08-17,Thursday,OnePlus,9,13158.53,Devendra Menon,25,Delhi,Cash,2,OnePlus Nord,August,2023,118426.77
2389,2023-08-18,Friday,Apple,4,56207.88,Namita Siddiqui,55,Delhi,Debit Card,2,iPhone 11,August,2023,224831.52
2393,2023-08-19,Saturday,Xiaomi,5,22783.44,Namita Goyal,41,Delhi,Cash,2,Redmi 9,August,2023,113917.2
2397,2023-08-20,Sunday,Vivo,1,11820.35,Neeta Deshmukh,30,Delhi,Debit Card,2,Vivo S1,August,2023,11820.35
2402,2023-08-22,Tuesday,Vivo,3,26399.73,Shruti Shah,34,Delhi,Debit Card,2,Vivo Y51,August,2023,79199.19
2439,2023-09-01,Friday,Xiaomi,3,53294.59,Meena Srivastava,36,Delhi,Debit Card,2,Redmi Note 10,September,2023,159883.77
2457,2023-09-06,Wednesday,OnePlus,9,16382.09,Lalita Thakur,18,Delhi,Debit Card,2,OnePlus 9,September,2023,147438.81
2475,2023-09-11,Monday,OnePlus,6,68824.86,Lata Kaur,25,Delhi,Credit Card,2,OnePlus Nord,September,2023,412949.16000000003
2501,2023-09-18,Monday,Vivo,5,31448.99,Anjali Thakur,41,Delhi,Cash,2,Vivo V20,September,2023,157244.95
2520,2023-09-23,Saturday,OnePlus,7,37054.44,Deepika Reddy,47,Delhi,Debit Card,2,OnePlus Nord,September,2023,259381.08000000002
2540,2023-09-28,Thursday,Xiaomi,1,60595.72,Yogesh Dutta,25,Delhi,UPI,2,Redmi 9,September,2023,60595.72
2546,2023-09-30,Saturday,Apple,7,51242.34,Isha Reddy,34,Delhi,Debit Card,2,iPhone SE,September,2023,358696.38
2548,2023-10-01,Sunday,Xiaomi,1,52781.01,Arun Shah,32,Delhi,Credit Card,2,Redmi 9,October,2023,52781.01
2591,2023-10-14,Saturday,Xiaomi,7,65286.02,Yogesh Malhotra,39,Delhi,Cash,2,Redmi Note 10,October,2023,457002.13999999996
2612,2023-10-20,Friday,Xiaomi,4,57501.71,Bhavana Reddy,35,Delhi,UPI,2,Redmi 9,October,2023,230006.84
2618,2023-10-21,Saturday,Vivo,3,34980.97,Tapan Kumar,54,Delhi,Cash,2,Vivo Y51,October,2023,104942.91
2621,2023-10-22,Sunday,Xiaomi,7,29077.59,Reena Menon,33,Delhi,UPI,2,Mi 11,October,2023,203543.13
2634,2023-10-26,Thursday,Samsung,6,62223.75,Pooja Ahuja,45,Delhi,Credit Card,2,Galaxy Note 20,October,2023,373342.5
2657,2023-11-02,Thursday,OnePlus,1,67741.01,Sneha Malhotra,20,Delhi,Credit Card,2,OnePlus 8T,November,2023,67741.01
2668,2023-11-04,Saturday,Samsung,9,64014.09,Shruti Ahuja,20,Delhi,UPI,2,Galaxy A51,November,2023,576126.8099999999
2672,2023-11-06,Monday,Apple,5,22405.63,Vijay Rawat,39,Delhi,Credit Card,2,iPhone SE,November,2023,112028.15000000001
2701,2023-11-14,Tuesday,OnePlus,9,17852.58,Bhavana Mathur,57,Delhi,Cash,2,OnePlus 8T,November,2023,160673.22000000003
2713,2023-11-18,Saturday,Xiaomi,2,35511.36,Ayesha Arora,26,Delhi,UPI,2,Mi 11,November,2023,71022.72
2742,2023-11-26,Sunday,Vivo,5,38610.27,Rohan Nambiar,39,Delhi,Credit Card,2,Vivo V20,November,2023,193051.34999999998
2758,2023-12-01,Friday,OnePlus,1,49532.0,Neeta Prasad,40,Delhi,Credit Card,2,OnePlus 8T,December,2023,49532.0
2770,2023-12-04,Monday,Samsung,5,29646.43,Rajesh Singh,40,Delhi,UPI,2,Galaxy A51,December,2023,148232.15
2776,2023-12-06,Wednesday,Xiaomi,5,28321.19,Rajesh Desai,47,Delhi,Credit Card,2,Redmi 9,December,2023,141605.94999999998
2780,2023-12-07,Thursday,Apple,8,45625.05,Ayesha Patel,39,Delhi,Debit Card,2,iPhone 12,December,2023,365000.4
2808,2023-12-15,Friday,Apple,7,19316.6,Sunita Iyer,21,Delhi,Cash,2,iPhone 11,December,2023,135216.19999999998
2815,2023-12-18,Monday,Vivo,9,59400.85,Krishna Sharma,36,Delhi,Debit Card,2,Vivo S1,December,2023,534607.65
2818,2023-12-19,Tuesday,Apple,2,58912.38,Rajesh Mathur,31,Delhi,Cash,2,iPhone SE,December,2023,117824.76
2835,2023-12-23,Saturday,Samsung,5,49930.56,Priya Varma,56,Delhi,Debit Card,2,Galaxy S21,December,2023,249652.8
2852,2023-12-28,Thursday,Vivo,2,44474.47,Namita Desai,28,Delhi,Cash,2,Vivo V20,December,2023,88948.94
2866,2024-01-01,Monday,Apple,5,54896.61,Ramesh Mishra,20,Delhi,Credit Card,2,iPhone 11,January,2024,274483.05
2894,2024-01-10,Wednesday,Xiaomi,7,11228.63,Lata Rawat,22,Delhi,Cash,2,Redmi Note 10,January,2024,78600.40999999999
2904,2024-01-12,Friday,Vivo,8,68894.74,Krishna Alva,28,Delhi,Credit Card,2,Vivo Y51,January,2024,551157.92
2906,2024-01-13,Saturday,Samsung,2,67159.93,Sanjay Sheth,50,Delhi,Debit Card,2,Galaxy A51,January,2024,134319.86
2907,2024-01-13,Saturday,Vivo,8,33168.18,Ramesh Srivastava,58,Delhi,Credit Card,2,Vivo Y51,January,2024,265345.44
2919,2024-01-17,Wednesday,Samsung,6,18087.87,Monika Mathur,21,Delhi,Cash,2,Galaxy A51,January,2024,108527.22
2922,2024-01-18,Thursday,Xiaomi,2,44149.06,Mala Srivastava,22,Delhi,Credit Card,2,Redmi 9,January,2024,88298.12
2925,2024-01-19,Friday,OnePlus,8,31215.47,Pooja Deshmukh,28,Delhi,UPI,2,OnePlus Nord,January,2024,249723.76
2932,2024-01-21,Sunday,Apple,1,68660.46,Vijay Rao,55,Delhi,Cash,2,iPhone 11,January,2024,68660.46
2946,2024-01-25,Thursday,OnePlus,6,55005.54,Anand Bhattacharya,52,Delhi,Cash,2,OnePlus 9,January,2024,330033.24
2949,2024-01-26,Friday,Vivo,9,33386.52,Priya Kaur,56,Delhi,Debit Card,2,Vivo S1,January,2024,300478.68
2953,2024-01-27,Saturday,Apple,3,44769.65,Neeta Arora,37,Delhi,Debit Card,2,iPhone SE,January,2024,134308.95
2956,2024-01-28,Sunday,Xiaomi,8,67190.03,Sachin Joshi,38,Delhi,UPI,2,Mi 11,January,2024,537520.24
2963,2024-01-30,Tuesday,Vivo,3,45006.14,Shruti Ahuja,24,Delhi,UPI,2,Vivo S1,January,2024,135018.41999999998
2990,2024-02-07,Wednesday,Samsung,2,35759.28,Navin Verma,53,Delhi,Credit Card,2,Galaxy Note 20,February,2024,71518.56
3008,2024-02-13,Tuesday,Apple,1,22486.6,Meena Dutta,20,Delhi,UPI,2,iPhone 12,February,2024,22486.6
3009,2024-02-13,Tuesday,Apple,8,28671.62,Vinod Kumar,35,Delhi,UPI,2,iPhone 12,February,2024,229372.96
3038,2024-02-21,Wednesday,Apple,1,24596.39,Navin Malhotra,53,Delhi,Credit Card,2,iPhone SE,February,2024,24596.39
3068,2024-03-01,Friday,Samsung,7,34975.66,Sumit Dutta,50,Delhi,UPI,2,Galaxy S21,March,2024,244829.62000000002
3089,2024-03-07,Thursday,Samsung,7,54820.51,Prashant Gupta,22,Delhi,UPI,2,Galaxy A51,March,2024,383743.57
3095,2024-03-08,Friday,Apple,7,48611.45,Anjali Jain,54,Delhi,Cash,2,iPhone 11,March,2024,340280.14999999997
3107,2024-03-12,Tuesday,Vivo,7,39186.8,Vivek Deshmukh,46,Delhi,Debit Card,2,Vivo S1,March,2024,274307.60000000003
3140,2024-03-22,Friday,Samsung,8,36728.66,Priyanka Pillai,33,Delhi,Cash,2,Galaxy Note 20,March,2024,293829.28
3178,2024-04-01,Monday,Xiaomi,8,53374.06,Tanuja Dutta,48,Delhi,Debit Card,2,Redmi Note 10,April,2024,426992.48
3185,2024-04-03,Wednesday,OnePlus,6,63834.6,Nikhil Menon,26,Delhi,UPI,2,OnePlus 9,April,2024,383007.6
3187,2024-04-04,Thursday,Vivo,1,68589.4,Aditya Alva,43,Delhi,Cash,2,Vivo Y51,April,2024,68589.4
3202,2024-04-09,Tuesday,OnePlus,2,32777.85,Pankaj Jain,25,Delhi,Credit Card,2,OnePlus 9,April,2024,65555.7
3203,2024-04-09,Tuesday,Xiaomi,1,32967.66,Manoj Mehta,52,Delhi,Credit Card,2,Mi 11,April,2024,32967.66
3267,2024-04-27,Saturday,Apple,7,59254.58,Nikhil Ahuja,48,Delhi,Cash,2,iPhone SE,April,2024,414782.06
3283,2024-05-02,Thursday,Apple,9,27852.81,Vijay Siddiqui,46,Delhi,Credit Card,2,iPhone 11,May,2024,250675.29
3301,2024-05-07,Tuesday,Xiaomi,9,43044.6,Pankaj Patel,35,Delhi,Cash,2,Redmi Note 10,May,2024,387401.39999999997
3344,2024-05-19,Sunday,Vivo,5,43295.9,Navin Pathak,42,Delhi,Credit Card,2,Vivo V20,May,2024,216479.5
3378,2024-05-30,Thursday,Samsung,8,59067.74,Deepika Gupta,25,Delhi,Credit Card,2,Galaxy S21,May,2024,472541.92
3393,2024-06-03,Monday,Xiaomi,8,26484.18,Sanjay Jain,32,Delhi,UPI,2,Mi 11,June,2024,211873.44
3456,2024-06-20,Thursday,OnePlus,4,14940.53,Vivek Mehta,32,Delhi,UPI,2,OnePlus 8T,June,2024,59762.12
3460,2024-06-21,Friday,Samsung,8,58873.23,Tanuja Teja,35,Delhi,UPI,2,Galaxy S21,June,2024,470985.84
3517,2024-07-06,Saturday,Apple,2,29241.96,Jyoti Jain,40,Delhi,UPI,2,iPhone SE,July,2024,58483.92
3551,2024-07-17,Wednesday,Apple,6,27227.91,Anjali Desai,48,Delhi,Debit Card,2,iPhone SE,July,2024,163367.46
3553,2024-07-17,Wednesday,Vivo,2,32730.85,Vivek Ghosh,36,Delhi,Cash,2,Vivo V20,July,2024,65461.7
3572,2024-07-23,Tuesday,Vivo,6,43828.2,Deepika Kulkarni,25,Delhi,Cash,2,Vivo Y51,July,2024,262969.19999999995
3592,2024-07-28,Sunday,OnePlus,1,39854.51,Prashant Arora,54,Delhi,Debit Card,2,OnePlus 8T,July,2024,39854.51
3618,2024-08-05,Monday,Vivo,9,51250.13,Anand Siddiqui,36,Delhi,UPI,2,Vivo S1,August,2024,461251.17
3621,2024-08-06,Tuesday,Vivo,2,69018.55,Kunal Malhotra,27,Delhi,Cash,2,Vivo S1,August,2024,138037.1
3631,2024-08-09,Friday,Vivo,5,53838.22,Anita Bhattacharya,23,Delhi,Cash,2,Vivo V20,August,2024,269191.1
3649,2024-08-14,Wednesday,Apple,6,52317.02,Vinod Pathak,30,Delhi,Debit Card,2,iPhone 11,August,2024,313902.12
3737,2024-09-10,Tuesday,Samsung,5,25631.05,Lata Shah,45,Delhi,Cash,2,Galaxy A51,September,2024,128155.25
3740,2024-09-11,Wednesday,OnePlus,9,66898.56,Ramesh Nambiar,35,Delhi,UPI,2,OnePlus Nord,September,2024,602087.04
3764,2024-09-18,Wednesday,Samsung,8,32611.36,Sachin Shah,25,Delhi,Debit Card,2,Galaxy S21,September,2024,260890.88
3780,2024-09-23,Monday,Xiaomi,2,28057.14,Sachin Desai,54,Delhi,Debit Card,2,Mi 11,September,2024,56114.28
3808,2024-10-01,Tuesday,Vivo,8,12625.95,Anand Rao,59,Delhi,Credit Card,2,Vivo Y51,October,2024,101007.6
3813,2024-10-02,Wednesday,OnePlus,5,34101.43,Arun Kumar,44,Delhi,UPI,2,OnePlus 8T,October,2024,170507.15
3815,2024-10-03,Thursday,Vivo,9,41361.84,Sumit Sheth,38,Delhi,Cash,2,Vivo Y51,October,2024,372256.55999999994
1108,2022-08-21,Sunday,Vivo,3,28634.62,Sanjay Das,37,Delhi,Credit Card,1,Vivo V20,August,2022,85903.86
1112,2022-08-22,Monday,Xiaomi,3,62522.28,Krishna Menon,46,Delhi,Credit Card,1,Redmi Note 10,August,2022,187566.84
1132,2022-08-28,Sunday,Vivo,5,44323.28,Tapan Ahuja,41,Delhi,UPI,1,Vivo V20,August,2022,221616.4
1162,2022-09-05,Monday,Vivo,9,11183.54,Nikhil Chaudhary,26,Delhi,UPI,1,Vivo Y51,September,2022,100651.86000000002
1179,2022-09-10,Saturday,OnePlus,2,66810.55,Lata Verma,18,Delhi,Cash,1,OnePlus 9,September,2022,133621.1
1180,2022-09-10,Saturday,Xiaomi,4,38055.34,Meena Patel,45,Delhi,Debit Card,1,Mi 11,September,2022,152221.36
1189,2022-09-13,Tuesday,Vivo,1,51318.7,Pooja Goyal,32,Delhi,UPI,1,Vivo S1,September,2022,51318.7
1261,2022-10-04,Tuesday,Apple,7,63851.72,Sanjay Ghosh,50,Delhi,Cash,1,iPhone SE,October,2022,446962.04000000004
1301,2022-10-15,Saturday,Vivo,8,64217.07,Sumit Siddiqui,54,Delhi,Debit Card,1,Vivo V20,October,2022,513736.56
1315,2022-10-19,Wednesday,Xiaomi,3,11600.61,Manoj Kulkarni,51,Delhi,Credit Card,1,Redmi 9,October,2022,34801.83
1322,2022-10-21,Friday,OnePlus,6,36178.09,Anita Kumar,48,Delhi,Cash,1,OnePlus Nord,October,2022,217068.53999999998
1339,2022-10-25,Tuesday,Xiaomi,5,68071.74,Ravi Varma,35,Delhi,UPI,1,Redmi Note 10,October,2022,340358.7
1341,2022-10-26,Wednesday,Apple,3,36929.9,Namita Das,47,Delhi,UPI,1,iPhone 11,October,2022,110789.70000000001
1388,2022-11-09,Wednesday,Apple,7,63263.46,Rajesh Siddiqui,57,Delhi,Debit Card,1,iPhone SE,November,2022,442844.22
1390,2022-11-09,Wednesday,Samsung,3,19959.23,Tapan Siddiqui,51,Delhi,Cash,1,Galaxy Note 20,November,2022,59877.69
1444,2022-11-24,Thursday,Samsung,1,13344.98,Radha Kaur,46,Delhi,Debit Card,1,Galaxy S21,November,2022,13344.98
1447,2022-11-25,Friday,Apple,2,53275.47,Nikhil Patel,57,Delhi,Cash,1,iPhone 11,November,2022,106550.94
1475,2022-12-03,Saturday,Vivo,5,65619.31,Mala Thakur,48,Delhi,UPI,1,Vivo Y51,December,2022,328096.55
1507,2022-12-12,Monday,Apple,7,19130.48,Shruti Mehta,24,Delhi,Credit Card,1,iPhone SE,December,2022,133913.36
1524,2022-12-16,Friday,Apple,7,31448.18,Deepika Patel,50,Delhi,UPI,1,iPhone 12,December,2022,220137.26
1563,2022-12-27,Tuesday,OnePlus,5,18701.96,Manoj Gupta,36,Delhi,Cash,1,OnePlus Nord,December,2022,93509.79999999999
1564,2022-12-27,Tuesday,Apple,8,54208.31,Anand Kaur,24,Delhi,Cash,1,iPhone SE,December,2022,433666.48
1567,2022-12-28,Wednesday,Xiaomi,6,10520.15,Priya Kaur,18,Delhi,Credit Card,1,Redmi Note 10,December,2022,63120.899999999994
1587,2023-01-03,Tuesday,OnePlus,9,33669.08,Ramesh Gupta,31,Delhi,UPI,1,OnePlus Nord,January,2023,303021.72000000003
1591,2023-01-04,Wednesday,Vivo,3,48641.59,Lalita Rathod,29,Delhi,UPI,1,Vivo S1,January,2023,145924.77
1600,2023-01-06,Friday,Apple,2,25576.64,Kiran Jain,26,Delhi,Debit Card,1,iPhone 12,January,2023,51153.28
1611,2023-01-09,Monday,OnePlus,6,63226.39,Vivek Shah,22,Delhi,UPI,1,OnePlus 9,January,2023,379358.33999999997
1675,2023-01-28,Saturday,Vivo,4,57064.49,Rajesh Ahuja,52,Delhi,Credit Card,1,Vivo S1,January,2023,228257.96
1679,2023-01-29,Sunday,Samsung,1,61812.79,Mala Das,37,Delhi,UPI,1,Galaxy Note 20,January,2023,61812.79
1686,2023-01-31,Tuesday,Vivo,3,54563.29,Sachin Singh,47,Delhi,Credit Card,1,Vivo S1,January,2023,163689.87
1718,2023-02-09,Thursday,Xiaomi,2,47047.76,Sunil Iyer,40,Delhi,Credit Card,1,Redmi Note 10,February,2023,94095.52
1727,2023-02-12,Sunday,Apple,4,31675.98,Mala Malhotra,53,Delhi,Debit Card,1,iPhone 12,February,2023,126703.92
1736,2023-02-14,Tuesday,OnePlus,8,24935.74,Priyanka Roy,19,Delhi,Credit Card,1,OnePlus 9,February,2023,199485.92
1750,2023-02-19,Sunday,Vivo,2,26714.08,Namita Bhatnagar,54,Delhi,Cash,1,Vivo S1,February,2023,53428.16
1752,2023-02-19,Sunday,OnePlus,6,31074.63,Mala Kulkarni,39,Delhi,Credit Card,1,OnePlus Nord,February,2023,186447.78
1817,2023-03-10,Friday,Samsung,2,17570.18,Kiran Solanki,30,Delhi,Debit Card,1,Galaxy A51,March,2023,35140.36
1840,2023-03-16,Thursday,OnePlus,4,37122.63,Lalita Sheth,52,Delhi,UPI,1,OnePlus 8T,March,2023,148490.52
1849,2023-03-19,Sunday,Vivo,4,57606.19,Sachin Rawat,48,Delhi,Cash,1,Vivo S1,March,2023,230424.76
1906,2023-04-04,Tuesday,OnePlus,6,22362.91,Bhavana Jain,24,Delhi,Cash,1,OnePlus 8T,April,2023,134177.46
1936,2023-04-13,Thursday,Samsung,3,67245.63,Manoj Kaur,50,Delhi,Cash,1,Galaxy Note 20,April,2023,201736.89
1939,2023-04-13,Thursday,Vivo,6,41896.04,Deepika Desai,34,Delhi,Credit Card,1,Vivo V20,April,2023,251376.24
1953,2023-04-17,Monday,Xiaomi,1,55583.28,Kiran Nair,52,Delhi,UPI,1,Mi 11,April,2023,55583.28
1984,2023-04-26,Wednesday,OnePlus,1,37496.99,Gita Teja,57,Delhi,Credit Card,1,OnePlus 8T,April,2023,37496.99
2018,2023-05-05,Friday,OnePlus,7,39389.68,Shruti Chaudhary,36,Delhi,UPI,1,OnePlus 9,May,2023,275727.76
2039,2023-05-11,Thursday,Vivo,2,26567.12,Radha Kulkarni,38,Delhi,Debit Card,1,Vivo Y51,May,2023,53134.24
2063,2023-05-18,Thursday,Samsung,4,12082.97,Krishna Pillai,24,Delhi,UPI,1,Galaxy A51,May,2023,48331.88
2083,2023-05-23,Tuesday,Samsung,9,52261.18,Prashant Mathur,41,Delhi,Credit Card,1,Galaxy A51,May,2023,470350.62
2091,2023-05-26,Friday,Samsung,3,43036.8,Sunita Arora,34,Delhi,Debit Card,1,Galaxy A51,May,2023,129110.40000000001
2146,2023-06-10,Saturday,Xiaomi,9,47309.47,Rajesh Menon,56,Delhi,Cash,1,Mi 11,June,2023,425785.23
2148,2023-06-10,Saturday,Apple,8,42763.0,Rohan Singh,32,Delhi,UPI,1,iPhone 11,June,2023,342104.0
2154,2023-06-12,Monday,OnePlus,2,20038.08,Anand Joshi,40,Delhi,Cash,1,OnePlus Nord,June,2023,40076.16
2211,2023-06-28,Wednesday,Apple,3,17588.82,Mala Chatterjee,22,Delhi,Debit Card,1,iPhone 11,June,2023,52766.46
2218,2023-06-30,Friday,Samsung,2,36878.51,Pooja Thakur,24,Delhi,Cash,1,Galaxy Note 20,June,2023,73757.02
2222,2023-07-02,Sunday,Vivo,6,59956.54,Amit Sheth,18,Delhi,UPI,1,Vivo S1,July,2023,359739.24
2976,2024-02-03,Saturday,Xiaomi,3,55068.83,Aditya Roy,50,Delhi,Debit Card,1,Redmi 9,February,2024,165206.49
3000,2024-02-10,Saturday,Vivo,6,44762.78,Isha Kaur,41,Delhi,UPI,1,Vivo V20,February,2024,268576.68
3023,2024-02-17,Saturday,Xiaomi,3,63092.45,Reena Sharma,24,Delhi,Debit Card,1,Mi 11,February,2024,189277.34999999998
3063,2024-02-28,Wednesday,Samsung,9,28749.3,Pankaj Patel,56,Delhi,Cash,1,Galaxy S21,February,2024,258743.69999999998
3065,2024-02-29,Thursday,OnePlus,4,39208.42,Prashant Luthra,50,Delhi,Debit Card,1,OnePlus 8T,February,2024,156833.68
3087,2024-03-06,Wednesday,Samsung,7,25154.11,Isha Ghosh,25,Delhi,Credit Card,1,Galaxy S21,March,2024,176078.77000000002
